user_id,order_id,skill_name,correct
53167,35507211,Scatter Plot,1
53167,35507230,Scatter Plot,0
53167,35507286,Scatter Plot,1
53167,35507293,Scatter Plot,1
53167,35507298,Scatter Plot,0
64525,33029424,Scatter Plot,1
64525,33029454,Scatter Plot,1
70363,35403374,Scatter Plot,1
70363,35403746,Scatter Plot,1
70677,32834431,Scatter Plot,1
70677,32834439,Scatter Plot,1
70677,32835372,Scatter Plot,0
70677,32835380,Scatter Plot,1
70677,32835398,Scatter Plot,0
70677,32835475,Scatter Plot,1
70677,32835482,Scatter Plot,1
70677,33745219,Scatter Plot,1
70677,33745405,Scatter Plot,1
70677,33746385,Scatter Plot,1
70677,33746501,Scatter Plot,1
70677,33746543,Scatter Plot,1
70701,20226212,Scatter Plot,0
70701,20226221,Scatter Plot,1
70701,20226228,Scatter Plot,1
70701,20226234,Scatter Plot,1
70707,32890978,Scatter Plot,1
70707,32891098,Scatter Plot,1
70707,32891120,Scatter Plot,1
70727,34955662,Scatter Plot,0
70727,34955695,Scatter Plot,1
70727,34955712,Scatter Plot,1
70727,34955722,Scatter Plot,1
70729,33393526,Scatter Plot,1
70729,33393569,Scatter Plot,1
70729,33748783,Scatter Plot,1
70872,32262969,Scatter Plot,1
70872,32263121,Scatter Plot,1
70872,32263140,Scatter Plot,1
71826,33855095,Scatter Plot,1
71826,33855154,Scatter Plot,1
71831,28929042,Scatter Plot,0
71831,28929129,Scatter Plot,1
71831,28929154,Scatter Plot,1
71831,28929160,Scatter Plot,1
71831,32423762,Scatter Plot,0
71831,32423845,Scatter Plot,1
71831,32423860,Scatter Plot,1
71831,32423878,Scatter Plot,1
71831,32423930,Scatter Plot,1
71881,35506276,Scatter Plot,1
71881,35506312,Scatter Plot,1
72059,32790220,Scatter Plot,1
72378,32480033,Scatter Plot,1
73685,35740825,Scatter Plot,1
73685,35740895,Scatter Plot,1
73685,35740945,Scatter Plot,1
75169,32183627,Scatter Plot,0
75169,32183658,Scatter Plot,1
75169,32183665,Scatter Plot,1
75169,32183671,Scatter Plot,1
75169,32183682,Scatter Plot,1
75169,32829457,Scatter Plot,1
75169,32829471,Scatter Plot,1
78073,28483165,Scatter Plot,1
78073,28483295,Scatter Plot,1
78073,31131440,Scatter Plot,1
78073,31131482,Scatter Plot,1
78073,31131489,Scatter Plot,1
78073,31131496,Scatter Plot,1
78073,31131521,Scatter Plot,1
78673,31743844,Scatter Plot,1
78673,31743925,Scatter Plot,1
78675,30654298,Scatter Plot,1
78675,30654376,Scatter Plot,1
78903,31140490,Scatter Plot,1
78903,31514457,Scatter Plot,1
78903,31514649,Scatter Plot,1
78903,31514668,Scatter Plot,1
78903,31514686,Scatter Plot,1
78903,33535246,Scatter Plot,1
78903,33535253,Scatter Plot,1
78903,33535284,Scatter Plot,1
78904,31520273,Scatter Plot,1
78904,31520286,Scatter Plot,1
78904,31520294,Scatter Plot,1
78904,31520301,Scatter Plot,1
78904,31520307,Scatter Plot,1
78904,34666496,Scatter Plot,0
78904,34666514,Scatter Plot,1
78904,34666522,Scatter Plot,1
78904,34666547,Scatter Plot,1
78904,34666554,Scatter Plot,1
78905,30945799,Scatter Plot,0
78905,30945908,Scatter Plot,1
78905,30945976,Scatter Plot,1
78905,30946017,Scatter Plot,1
78905,30946027,Scatter Plot,1
78905,30946050,Scatter Plot,1
78905,32060261,Scatter Plot,0
78905,32060316,Scatter Plot,1
78905,32060346,Scatter Plot,1
78905,32060361,Scatter Plot,1
78905,32271213,Scatter Plot,1
78906,30946292,Scatter Plot,1
78906,30946338,Scatter Plot,1
78906,30946363,Scatter Plot,1
78906,30946383,Scatter Plot,1
78906,30946398,Scatter Plot,1
78906,32059173,Scatter Plot,1
78906,32059201,Scatter Plot,1
78906,32245356,Scatter Plot,1
78907,30947660,Scatter Plot,0
78907,30947694,Scatter Plot,1
78907,30947720,Scatter Plot,1
78907,30947728,Scatter Plot,1
78907,30947735,Scatter Plot,1
78907,30947743,Scatter Plot,1
78907,32053121,Scatter Plot,1
78907,32053153,Scatter Plot,1
78907,32214120,Scatter Plot,1
78908,31253050,Scatter Plot,1
78908,31253134,Scatter Plot,0
78908,31253235,Scatter Plot,1
78908,31253281,Scatter Plot,1
78908,31253339,Scatter Plot,1
78908,31253416,Scatter Plot,1
78908,31253471,Scatter Plot,1
78908,32054827,Scatter Plot,1
78908,32054858,Scatter Plot,1
78909,30944901,Scatter Plot,1
78909,30945313,Scatter Plot,1
78909,30945365,Scatter Plot,1
78909,30945465,Scatter Plot,1
78909,30945504,Scatter Plot,1
78909,32058149,Scatter Plot,1
78909,32058160,Scatter Plot,1
78910,30957547,Scatter Plot,1
78910,30957571,Scatter Plot,1
78910,30957630,Scatter Plot,1
78910,30957664,Scatter Plot,1
78910,30957686,Scatter Plot,1
78910,32060080,Scatter Plot,1
78910,32060094,Scatter Plot,1
78910,32265566,Scatter Plot,1
78911,30952986,Scatter Plot,1
78911,31380062,Scatter Plot,1
78911,31380083,Scatter Plot,1
78911,31380149,Scatter Plot,1
78911,31380164,Scatter Plot,1
78911,32059686,Scatter Plot,0
78911,32059701,Scatter Plot,1
78911,32059711,Scatter Plot,1
78911,32059719,Scatter Plot,1
78911,32252900,Scatter Plot,1
78912,30947793,Scatter Plot,1
78912,30947862,Scatter Plot,1
78912,30947891,Scatter Plot,1
78912,30947903,Scatter Plot,1
78912,30947922,Scatter Plot,1
78912,32052468,Scatter Plot,1
78912,32052492,Scatter Plot,1
78912,32237733,Scatter Plot,1
78913,30949839,Scatter Plot,1
78913,30950114,Scatter Plot,1
78913,30950165,Scatter Plot,1
78913,30950326,Scatter Plot,1
78913,30950361,Scatter Plot,1
78913,32058311,Scatter Plot,1
78913,32058350,Scatter Plot,1
78913,32403420,Scatter Plot,1
78914,32868073,Scatter Plot,1
78914,32868086,Scatter Plot,1
78914,32868105,Scatter Plot,1
78914,33759732,Scatter Plot,1
78914,33759748,Scatter Plot,1
78914,33759760,Scatter Plot,1
78914,33759784,Scatter Plot,1
78914,33759795,Scatter Plot,1
