student_id,biweek_of_year,hours,student_type
0,0,1.0,3
0,1,6.5574030767326335,3
0,2,12.114806153465267,3
0,3,17.6722092301979,3
0,4,23.229612306930534,3
0,5,14.763107303969681,3
0,6,12.745398804650316,3
0,7,11.451608219602766,3
0,8,11.011500391107752,3
0,9,8.324722799544837,3
0,10,7.898248541392045,3
0,11,7.31771309650326,3
0,12,6.731631619539998,3
0,13,6.709104984773117,3
0,14,5.4869428605087815,3
0,15,5.32362065561782,3
0,16,5.125841219302158,3
0,17,4.31680402856312,3
0,18,4.273954072906304,3
0,19,4.737947483302998,3
0,20,4.025397143151024,3
0,21,3.979830737879041,3
0,22,2.7890315904247522,3
0,23,2.0686844459682012,3
0,24,1.6831970813900496,3
0,25,1.2606483597656863,3
0,26,2.049838603793807,3
1,0,14.935740920906582,5
1,1,13.754694423993907,5
1,2,12.73314577820975,5
1,3,11.907649628005386,5
1,4,11.503331982811071,5
1,5,7.405361502312404,5
1,6,6.066041547484047,5
1,7,7.198272694033999,5
1,8,6.5421885368415165,5
1,9,4.641355096784576,5
1,10,3.65463043359576,5
1,11,3.1710523529489683,5
1,12,2.7578179647646883,5
1,13,2.23084428345571,5
1,14,2.1651072519285433,5
1,15,1.7642250991271724,5
1,16,2.5986216303739096,5
1,17,3.142766229349886,5
1,18,5.008031085197579,5
1,19,5.896251518807555,5
1,20,5.598124640242362,5
1,21,7.457230809381055,5
1,22,7.74786966240727,5
1,23,10.644942289367204,5
1,24,10.705961351874008,5
1,25,15.11178772990667,5
1,26,18.05179102698375,5
2,0,1.0,3
2,1,17.121660151590202,3
2,2,33.243320303180404,3
2,3,14.359050616987538,3
2,4,11.624929607994149,3
2,5,11.19367027328885,3
2,6,9.146830906849964,3
2,7,8.256525922669596,3
2,8,6.328487931382097,3
2,9,6.223941933703773,3
2,10,6.099070609628304,3
2,11,5.699450522765627,3
2,12,4.362418271824488,3
2,13,4.416967683518152,3
2,14,4.052129925823625,3
2,15,4.508001325042862,3
2,16,4.361365547080829,3
2,17,3.404039659727167,3
2,18,3.2194851540190568,3
2,19,3.60162051941554,3
2,20,2.065474869149188,3
2,21,2.7378155593711293,3
2,22,1.7377958890162586,3
2,23,1.9342562245551238,3
2,24,1.353927804985673,3
2,25,1.3293395970783812,3
2,26,1.0870134293325182,3
3,0,7.382092723285906,2
3,1,7.224727970066014,2
3,2,12.604821445217908,2
3,3,6.979917684419554,2
3,4,7.568131002767961,2
3,5,7.496608330032934,2
3,6,7.379471727993259,2
3,7,7.090039289502558,2
3,8,7.001155086766526,2
3,9,10.864935162538522,2
3,10,8.277638810159818,2
3,11,7.453391786570096,2
3,12,7.907558066762409,2
3,13,7.260899359531531,2
3,14,7.4490884363817225,2
3,15,8.579823277209185,2
3,16,7.689411091172175,2
3,17,7.565256933761909,2
3,18,8.64429880646408,2
3,19,8.42729462693896,2
3,20,7.00199708902182,2
3,21,7.412335236680456,2
3,22,8.749655388541939,2
3,23,7.593550994470835,2
3,24,8.016789278967465,2
3,25,10.879691480954458,2
3,26,7.176517240533223,2
4,0,1.0,4
4,1,1.5167279384327097,4
4,2,2.0334558768654194,4
4,3,2.856129489145953,4
4,4,1.3805042597672725,4
4,5,1.8015332409670128,4
4,6,2.9209250376290026,4
4,7,4.94298016269113,4
4,8,5.250375009885561,4
4,9,5.119645886155879,4
4,10,4.848190039158569,4
4,11,5.602645130589155,4
4,12,7.446805155403586,4
4,13,16.380237803990923,4
4,14,8.226539019611282,4
4,15,5.78688132103761,4
4,16,5.7543884587567495,4
4,17,4.737040726644432,4
4,18,2.885970263249954,4
4,19,2.7834846086820084,4
4,20,2.323416589322238,4
4,21,2.0354322610615085,4
4,22,1.7510946064793917,4
4,23,1.817370572308353,4
4,24,1.7302572803525549,4
4,25,1.3651286401762774,4
4,26,1.0,4
5,0,1.0,3
5,1,9.694921398022721,3
5,2,18.389842796045443,3
5,3,17.76444123837125,3
5,4,14.29478273908835,3
5,5,13.48855198830869,3
5,6,11.685522234324148,3
5,7,11.146330003137109,3
5,8,11.071052159749613,3
5,9,9.850424699895543,3
5,10,8.06722421644398,3
5,11,8.585236140559871,3
5,12,6.887101372380483,3
5,13,5.527475498225431,3
5,14,5.312236402439587,3
5,15,5.308272351872736,3
5,16,4.871832300851764,3
5,17,4.09789028251401,3
5,18,4.280002773413048,3
5,19,2.738012601813632,3
5,20,2.0144610648332932,3
5,21,1.7795538108844287,3
5,22,2.1558077114445684,3
5,23,1.2229298592713505,3
5,24,1.3990077353610082,3
5,25,1.199503867680504,3
5,26,1.0,3
6,0,1.0,4
6,1,1.560193112868458,4
6,2,1.2545183600259517,4
6,3,1.9501256737932324,4
6,4,3.0341103244239296,4
6,5,1.6316866507674033,4
6,6,3.3859640610475554,4
6,7,2.5752357246864657,4
6,8,3.285444957945184,4
6,9,4.254828122049279,4
6,10,4.247158191170104,4
6,11,8.498961273421688,4
6,12,8.819696759991665,4
